grid,position,positionOrder,points,laps,milliseconds,fastestLap,fastestLapTime,fastestLapSpeed,name,nationality_y,avg_pitstop,longest_pitstop,shortest_pitstop,pitstops,driver_name,age
2,5,5,10.0,57,5697363,43,94.89500000000001,205.313,Ferrari,Italian,27544.333333333332,34193,24212,3,Sebastian Vettel,36.0
3,3,3,15.0,56,5540124,37,94.836,206.921,Ferrari,Italian,22532.5,22749,22316,2,Sebastian Vettel,36.0
3,3,3,15.0,51,5524681,46,104.62899999999999,206.546,Ferrari,Italian,19981.0,19981,19981,1,Sebastian Vettel,36.0
3,4,4,12.0,66,5759610,64,79.82,209.947,Ferrari,Italian,22694.5,23746,21643,2,Sebastian Vettel,36.0
4,2,2,18.0,78,6211039,9,76.277,157.494,Ferrari,Italian,24483.0,24483,24483,1,Sebastian Vettel,36.0
1,2,2,18.0,70,5350742,57,74.875,209.677,Ferrari,Italian,23782.0,23782,23782,1,Sebastian Vettel,36.0
7,5,5,11.0,53,5133994,53,92.74000000000001,226.775,Ferrari,Italian,30256.0,30468,30044,2,Sebastian Vettel,36.0
9,4,4,12.0,71,4941432,62,67.676,229.694,Ferrari,Italian,23743.5,25236,22251,2,Sebastian Vettel,36.0
20,2,2,18.0,64,6278608,63,76.794,214.423,Ferrari,Italian,20752.4,22058,19586,5,Sebastian Vettel,36.0
5,3,3,15.0,70,5765229,65,79.786,197.673,Ferrari,Italian,24819.0,24819,24819,1,Sebastian Vettel,36.0
2,4,4,13.0,44,5052132,36,106.40899999999999,236.957,Ferrari,Italian,22824.5,22863,22786,2,Sebastian Vettel,36.0
3,1,1,25.0,61,7113667,57,104.80199999999999,173.916,Ferrari,Italian,29384.0,29384,29384,1,Sebastian Vettel,36.0
1,2,2,18.0,52,4920098,38,92.122,226.929,Ferrari,Italian,23622.5,24032,23213,2,Sebastian Vettel,36.0
2,2,2,18.0,71,5810670,68,79.381,195.190,Ferrari,Italian,21862.0,21862,21862,1,Sebastian Vettel,36.0
11,10,10,1.0,71,5480284,71,68.623,226.524,Ferrari,Italian,21433.0,22738,19330,3,Sebastian Vettel,36.0
4,5,5,10.0,55,5710072,55,100.128,199.688,Ferrari,Italian,23814.5,25771,21858,2,Sebastian Vettel,36.0
10,10,10,1.0,52,5323140,44,90.537,234.242,Ferrari,Italian,29439.0,29439,29439,1,Sebastian Vettel,36.0
11,12,12,0.0,52,4855363,49,90.785,233.602,Ferrari,Italian,28259.5,28352,28167,2,Sebastian Vettel,36.0
14,13,13,0.0,44,5121655,31,109.958,229.309,Ferrari,Italian,22982.0,22982,22982,1,Sebastian Vettel,36.0
14,10,10,1.0,59,8405043,59,81.202,232.531,Ferrari,Italian,468781.0,1449513,17516,6,Sebastian Vettel,36.0
11,11,11,0.0,60,5790451,43,90.408,204.990,Ferrari,Italian,23491.0,24366,22616,2,Sebastian Vettel,36.0
14,12,12,0.0,63,5340883,44,77.767,227.248,Ferrari,Italian,35215.5,40497,29934,2,Sebastian Vettel,36.0
11,3,3,15.0,58,6171273,53,99.662,192.819,Ferrari,Italian,24711.5,25401,24022,2,Sebastian Vettel,36.0
13,12,12,0.0,87,5497725,56,56.905,224.141,Ferrari,Italian,26368.333333333332,28080,24809,3,Sebastian Vettel,36.0
8,8,8,4.0,56,5590997,48,94.509,206.151,Ferrari,Italian,24347.0,24353,24341,2,Carlos Sainz,29.0
11,5,5,10.0,63,7381634,60,78.49,225.154,Ferrari,Italian,806533.5,1582211,30856,2,Carlos Sainz,29.0
5,11,11,0.0,66,5750376,60,82.325,203.471,Ferrari,Italian,23388.333333333332,25892,22029,3,Carlos Sainz,29.0
6,7,7,6.0,66,5662350,53,81.568,206.330,Ferrari,Italian,21817.5,21856,21779,2,Carlos Sainz,29.0
4,2,2,18.0,78,5945788,35,74.621,160.989,Ferrari,Italian,24150.0,24150,24150,1,Carlos Sainz,29.0
5,8,8,4.0,51,8024119,42,105.7,204.454,Ferrari,Italian,682635.6666666666,2012724,15119,3,Carlos Sainz,29.0
5,11,11,0.0,53,5345107,19,98.931,212.584,Ferrari,Italian,30534.0,30534,30534,1,Carlos Sainz,29.0
10,5,5,10.0,71,5091687,70,67.762,229.402,Ferrari,Italian,21431.0,21431,21431,1,Carlos Sainz,29.0
10,6,6,8.0,52,7146738,51,91.223,232.480,Ferrari,Italian,1048315.5,2059122,37509,2,Carlos Sainz,29.0
15,3,3,15.0,70,7498217,54,81.423,193.699,Ferrari,Italian,505754.6666666667,1452527,21951,3,Carlos Sainz,29.0
6,6,6,8.0,53,4924900,53,85.559,243.747,Ferrari,Italian,24283.0,24283,24283,1,Carlos Sainz,29.0
2,3,3,15.0,53,5503476,40,99.294,212.024,Ferrari,Italian,30696.0,30715,30677,2,Carlos Sainz,29.0
19,8,8,4.0,58,5515629,49,91.92099999999999,209.057,Ferrari,Italian,28353.0,28353,28353,1,Carlos Sainz,29.0
5,7,7,6.0,56,5760097,40,100.37700000000001,197.722,Ferrari,Italian,25140.0,26866,23414,2,Carlos Sainz,29.0
3,6,6,8.0,71,5594671,63,72.71000000000001,213.346,Ferrari,Italian,20724.75,23321,18373,4,Carlos Sainz,29.0
5,7,7,6.0,57,5150382,46,86.57,223.726,Ferrari,Italian,25639.0,25639,25639,1,Carlos Sainz,29.0
15,8,8,4.0,50,7621724,37,91.851,241.983,Ferrari,Italian,1050906.0,1097194,1004618,2,Carlos Sainz,29.0
5,3,3,15.0,58,5422518,51,87.618,216.982,Ferrari,Italian,22213.0,22213,22213,1,Carlos Sainz,29.0
3,2,2,18.0,57,5859182,52,95.74000000000001,203.501,Ferrari,Italian,24463.666666666668,24666,24287,3,Carlos Sainz,29.0
3,3,3,15.0,50,5067390,48,91.905,241.841,Ferrari,Italian,21521.0,21521,21521,1,Carlos Sainz,29.0
2,3,3,15.0,57,5672487,56,91.78999999999999,212.258,Ferrari,Italian,22063.0,22063,22063,1,Carlos Sainz,29.0
3,4,4,12.0,66,5885683,49,85.985,195.731,Ferrari,Italian,22170.0,22341,21867,3,Carlos Sainz,29.0
2,2,2,18.0,64,6991419,47,76.42099999999999,157.197,Ferrari,Italian,599729.5,1174793,24666,2,Carlos Sainz,29.0
3,2,2,19.0,70,5782750,63,75.749,207.258,Ferrari,Italian,24548.0,24881,24215,2,Carlos Sainz,29.0
1,1,1,25.0,52,8270311,44,90.813,233.530,Ferrari,Italian,1029587.0,3031752,28435,3,Carlos Sainz,29.0
19,5,5,11.0,53,5430984,51,95.781,219.575,Ferrari,Italian,41875.0,42292,41458,2,Carlos Sainz,29.0
2,4,4,12.0,70,5990491,51,82.0,192.336,Ferrari,Italian,23138.0,23456,22820,2,Carlos Sainz,29.0
1,3,3,15.0,44,5179780,32,111.977,225.174,Ferrari,Italian,22646.5,22750,22543,2,Carlos Sainz,29.0
3,8,8,4.0,72,5823689,63,74.643,205.409,Ferrari,Italian,23454.0,29705,19493,3,Carlos Sainz,29.0
18,4,4,12.0,53,4832572,41,84.446,246.960,Ferrari,Italian,24126.5,24525,23728,2,Carlos Sainz,29.0
4,3,3,15.0,59,7350543,59,108.414,168.122,Ferrari,Italian,30603.0,30603,30603,1,Carlos Sainz,29.0
5,5,5,10.0,71,5974852,32,82.199,188.498,Ferrari,Italian,23469.0,23469,23469,1,Carlos Sainz,29.0
7,3,3,15.0,71,5918095,65,73.953,209.760,Ferrari,Italian,24168.333333333332,25206,23483,3,Carlos Sainz,29.0
4,4,4,12.0,58,5290806,50,88.879,213.904,Ferrari,Italian,21752.5,21930,21575,2,Carlos Sainz,29.0
5,5,5,10.0,58,5185528,58,86.926,219.621,Ferrari,Italian,22306.0,22306,22306,1,Charles Leclerc,26.0
1,3,3,16.0,57,5667426,38,93.411,208.575,Ferrari,Italian,24438.0,24518,24358,2,Charles Leclerc,26.0
4,5,5,10.0,56,5557626,45,94.86,206.869,Ferrari,Italian,23574.0,24227,22921,2,Charles Leclerc,26.0
8,5,5,11.0,51,5582049,50,103.009,209.795,Ferrari,Italian,20119.5,20382,19857,2,Charles Leclerc,26.0
5,5,5,10.0,66,5763804,57,80.002,209.469,Ferrari,Italian,22642.0,23646,21638,2,Charles Leclerc,26.0
3,3,3,15.0,70,5351780,63,74.356,211.140,Ferrari,Italian,23732.0,23732,23732,1,Charles Leclerc,26.0
3,3,3,15.0,53,5090183,40,93.828,224.146,Ferrari,Italian,30203.0,30203,30203,1,Charles Leclerc,26.0
1,2,2,18.0,71,4924546,58,67.994,228.620,Ferrari,Italian,21878.0,21878,21878,1,Charles Leclerc,26.0
3,3,3,15.0,52,4898569,47,89.313,237.452,Ferrari,Italian,28453.0,28558,28348,2,Charles Leclerc,26.0
4,4,4,12.0,70,5769046,49,80.493,195.937,Ferrari,Italian,21575.0,21575,21575,1,Charles Leclerc,26.0
1,1,1,25.0,44,5025710,23,106.664,236.390,Ferrari,Italian,22449.0,22449,22449,1,Charles Leclerc,26.0
1,1,1,25.0,53,4526665,47,83.009,251.235,Ferrari,Italian,23833.0,23833,23833,1,Charles Leclerc,26.0
1,2,2,18.0,61,7116308,59,104.723,174.047,Ferrari,Italian,29168.0,29168,29168,1,Charles Leclerc,26.0
1,3,3,15.0,53,5624204,52,96.193,218.860,Ferrari,Italian,29474.5,29548,29401,2,Charles Leclerc,26.0
1,4,4,13.0,71,5815272,53,79.232,195.557,Ferrari,Italian,23894.0,25786,22002,2,Charles Leclerc,26.0
7,2,2,18.0,71,5458439,64,67.901,228.933,Ferrari,Italian,21158.666666666668,22756,18748,3,Charles Leclerc,26.0
4,4,4,13.0,56,5687892,44,96.169,206.374,Ferrari,Italian,26500.5,29157,23844,2,Charles Leclerc,26.0
3,3,3,15.0,55,5689150,44,100.44200000000001,199.064,Ferrari,Italian,21485.5,21697,21274,2,Charles Leclerc,26.0
4,3,3,15.0,52,5299757,49,89.813,236.130,Ferrari,Italian,29520.0,29520,29520,1,Charles Leclerc,26.0
8,4,4,12.0,52,4811282,39,90.55199999999999,234.203,Ferrari,Italian,29419.0,29419,29419,1,Charles Leclerc,26.0
13,14,14,0.0,44,5123681,26,107.84,233.813,Ferrari,Italian,27889.0,30678,25100,2,Charles Leclerc,26.0
5,8,8,4.0,59,8403405,50,81.229,232.453,Ferrari,Italian,557273.6,1436871,17516,5,Charles Leclerc,26.0
10,6,6,8.0,53,5702550,47,99.053,212.540,Ferrari,Italian,30261.0,30261,30261,1,Charles Leclerc,26.0
4,7,7,6.0,60,5780455,54,90.712,204.303,Ferrari,Italian,22835.5,23111,22560,2,Charles Leclerc,26.0
4,4,4,12.0,66,5462140,66,80.408,208.322,Ferrari,Italian,26940.0,26940,26940,1,Charles Leclerc,26.0
7,5,5,10.0,63,5331541,62,78.173,226.067,Ferrari,Italian,30243.0,30243,30243,1,Charles Leclerc,26.0
12,4,4,12.0,58,6173171,47,99.961,192.242,Ferrari,Italian,23981.0,24275,23687,2,Charles Leclerc,26.0
4,6,6,8.0,56,5582987,39,94.988,205.112,Ferrari,Italian,24550.5,24925,24176,2,Charles Leclerc,26.0
4,4,4,12.0,63,7380177,60,78.379,225.473,Ferrari,Italian,820243.0,1609484,31002,2,Charles Leclerc,26.0
8,6,6,8.0,66,5727202,63,81.496,205.541,Ferrari,Italian,23664.0,27082,21323,3,Charles Leclerc,26.0
4,4,4,12.0,66,5642296,64,80.459,209.174,Ferrari,Italian,21952.5,22292,21613,2,Charles Leclerc,26.0
1,4,4,12.0,51,8020238,46,105.382,205.071,Ferrari,Italian,679157.3333333334,2002544,15092,3,Charles Leclerc,26.0
12,8,8,4.0,71,5095738,55,68.69800000000001,226.277,Ferrari,Italian,21143.0,21143,21143,1,Charles Leclerc,26.0
4,2,2,18.0,52,7107155,45,90.569,234.159,Ferrari,Italian,1038082.0,2047731,28433,2,Charles Leclerc,26.0
5,4,4,12.0,53,4921674,53,85.319,244.433,Ferrari,Italian,24557.0,24557,24557,1,Charles Leclerc,26.0
3,4,4,12.0,58,5501917,57,92.737,207.218,Ferrari,Italian,23646.0,23646,23646,1,Charles Leclerc,26.0
4,4,4,12.0,56,5728798,41,99.303,199.861,Ferrari,Italian,23908.0,24011,23805,2,Charles Leclerc,26.0
8,5,5,10.0,71,6000123,63,80.66499999999999,192.083,Ferrari,Italian,22085.0,22085,22085,1,Charles Leclerc,26.0
6,5,5,10.0,71,5592368,61,72.822,213.018,Ferrari,Italian,20361.25,23064,17771,4,Charles Leclerc,26.0
13,8,8,4.0,57,5151597,46,86.555,223.765,Ferrari,Italian,25799.0,25799,25799,1,Charles Leclerc,26.0
4,7,7,6.0,50,7619593,46,91.601,242.643,Ferrari,Italian,705069.3333333334,1095192,20531,3,Charles Leclerc,26.0
7,10,10,1.0,58,5483402,40,88.43299999999999,214.983,Ferrari,Italian,21817.0,22461,21173,2,Charles Leclerc,26.0
1,1,1,26.0,57,5853584,51,94.57,206.018,Ferrari,Italian,24717.333333333332,25012,24527,3,Charles Leclerc,26.0
2,2,2,19.0,50,5059842,48,91.634,242.556,Ferrari,Italian,21038.0,21038,21038,1,Charles Leclerc,26.0
1,1,1,26.0,58,5266548,58,80.26,236.740,Ferrari,Italian,17973.0,17973,17973,1,Charles Leclerc,26.0
2,6,6,8.0,63,5584058,63,78.574,224.914,Ferrari,Italian,32798.666666666664,36560,30042,3,Charles Leclerc,26.0
1,2,2,18.0,57,5668044,53,91.488,212.959,Ferrari,Italian,19697.0,19697,19697,1,Charles Leclerc,26.0
1,4,4,12.0,64,6993187,46,76.249,157.552,Ferrari,Italian,410188.6666666667,1176822,25710,3,Charles Leclerc,26.0
19,5,5,10.0,70,5796925,62,75.901,206.843,Ferrari,Italian,26199.0,26199,26199,1,Charles Leclerc,26.0
3,4,4,12.0,52,8278857,52,91.282,232.330,Ferrari,Italian,1532582.5,3036360,28805,2,Charles Leclerc,26.0
2,1,1,25.0,71,5064312,62,67.583,230.010,Ferrari,Italian,21500.333333333332,21650,21319,3,Charles Leclerc,26.0
3,6,6,8.0,70,5991959,57,81.622,193.227,Ferrari,Italian,21763.666666666668,21972,21544,3,Charles Leclerc,26.0
15,6,6,8.0,44,5227830,44,109.98400000000001,229.255,Ferrari,Italian,23573.666666666668,24198,23189,3,Charles Leclerc,26.0
2,3,3,15.0,72,5813702,62,74.413,206.044,Ferrari,Italian,17937.0,19576,14008,4,Charles Leclerc,26.0
1,2,2,18.0,53,4829957,38,84.336,247.282,Ferrari,Italian,23718.0,23904,23531,3,Charles Leclerc,26.0
1,2,2,18.0,59,7342833,54,108.753,167.598,Ferrari,Italian,32058.0,32058,32058,1,Charles Leclerc,26.0
2,3,3,15.0,28,10935767,10,104.489,200.070,Ferrari,Italian,207936.0,389973,25899,2,Charles Leclerc,26.0
12,3,3,15.0,56,6139188,37,99.731,199.003,Ferrari,Italian,24034.5,24314,23755,2,Charles Leclerc,26.0
7,6,6,8.0,71,5985503,48,82.60300000000001,187.576,Ferrari,Italian,22193.0,22193,22193,1,Charles Leclerc,26.0
5,4,4,12.0,71,5922485,63,74.253,208.912,Ferrari,Italian,25458.666666666668,30080,23124,3,Charles Leclerc,26.0
3,2,2,18.0,58,5274685,48,89.719,211.901,Ferrari,Italian,22210.0,22210,22210,1,Charles Leclerc,26.0
15,10,10,1.0,63,7421159,62,79.417,222.526,Alpine F1 Team,French,525612.3333333334,1488372,30864,3,Fernando Alonso,42.0
13,8,8,4.0,66,5673229,66,81.032,206.718,Alpine F1 Team,French,23171.666666666668,26442,21452,3,Fernando Alonso,42.0
8,6,6,8.0,51,8022792,42,105.624,204.601,Alpine F1 Team,French,517527.25,2014526,15432,4,Fernando Alonso,42.0
9,8,8,4.0,53,5323465,44,97.646,215.382,Alpine F1 Team,French,31288.0,31288,31288,1,Fernando Alonso,42.0
7,7,7,6.0,52,7175377,48,91.69800000000001,231.276,Alpine F1 Team,French,1044161.5,2058580,29743,2,Fernando Alonso,42.0
9,4,4,12.0,70,7498850,41,80.35900000000001,196.264,Alpine F1 Team,French,504541.3333333333,1454979,21523,3,Fernando Alonso,42.0
10,8,8,4.0,53,4931566,52,85.47200000000001,243.995,Alpine F1 Team,French,24797.0,24797,24797,1,Fernando Alonso,42.0
6,6,6,8.0,53,5522322,44,98.686,213.331,Alpine F1 Team,French,30429.5,30702,30157,2,Fernando Alonso,42.0
3,3,3,15.0,57,5127928,48,86.682,223.437,Alpine F1 Team,French,25991.0,25991,25991,1,Fernando Alonso,42.0
11,8,8,4.0,58,5479053,58,87.607,217.010,Alpine F1 Team,French,21304.0,21304,21304,1,Fernando Alonso,42.0
8,9,9,2.0,57,5875974,44,96.733,201.412,Alpine F1 Team,French,24927.333333333332,25365,24508,3,Fernando Alonso,42.0
11,11,11,0.0,57,5701386,53,93.331,208.753,Alpine F1 Team,French,21638.0,21638,21638,1,Fernando Alonso,42.0
7,7,7,6.0,64,7036623,50,75.882,158.314,Alpine F1 Team,French,603292.0,1182058,24526,2,Fernando Alonso,42.0
10,7,7,6.0,51,5734537,49,107.989,200.120,Alpine F1 Team,French,20571.0,20571,20571,1,Fernando Alonso,42.0
2,9,9,2.0,70,5811702,63,76.578,205.014,Alpine F1 Team,French,24459.0,25139,23779,2,Fernando Alonso,42.0
7,5,5,10.0,52,8279882,47,91.60900000000001,231.501,Alpine F1 Team,French,1037758.0,3055700,28733,3,Fernando Alonso,42.0
7,6,6,8.0,53,5444991,53,98.16,214.254,Alpine F1 Team,French,36524.0,36524,36524,1,Fernando Alonso,42.0
3,5,5,10.0,44,5226150,35,112.868,223.397,Alpine F1 Team,French,23297.5,23954,22641,2,Fernando Alonso,42.0
13,6,6,8.0,72,5821527,51,74.144,206.792,Alpine F1 Team,French,18947.0,21501,15762,3,Fernando Alonso,42.0
7,7,7,6.0,28,10950373,25,104.412,200.218,Alpine F1 Team,French,148355.33333333334,396837,24106,3,Fernando Alonso,42.0
14,7,7,6.0,56,6186765,39,101.538,195.461,Alpine F1 Team,French,31788.5,39707,23870,2,Fernando Alonso,42.0
17,5,5,10.0,71,5923605,62,74.164,209.163,Alpine F1 Team,French,25374.333333333332,28855,23478,3,Fernando Alonso,42.0
9,9,9,2.0,63,7420302,62,79.422,222.512,Alpine F1 Team,French,325585.2,1478974,30652,5,Esteban Ocon,27.0
6,7,7,6.0,66,5735170,34,81.886,204.562,Alpine F1 Team,French,23516.0,27033,21275,3,Esteban Ocon,27.0
9,9,9,2.0,52,7179446,48,92.21000000000001,229.992,Alpine F1 Team,French,1047883.0,2066994,28772,2,Esteban Ocon,27.0
8,1,1,25.0,70,7483199,54,81.42099999999999,193.704,Alpine F1 Team,French,503784.6666666667,1450190,21642,3,Esteban Ocon,27.0
12,10,10,1.0,53,4935233,53,85.566,243.727,Alpine F1 Team,French,30333.0,30333,30333,1,Esteban Ocon,27.0
9,5,5,10.0,57,5149041,46,87.061,222.464,Alpine F1 Team,French,25517.0,25517,25517,1,Esteban Ocon,27.0
9,4,4,12.0,50,7602751,47,91.797,242.125,Alpine F1 Team,French,1042708.0,1088290,997126,2,Esteban Ocon,27.0
9,9,9,2.0,58,5481371,58,88.249,215.431,Alpine F1 Team,French,21677.0,21677,21677,1,Esteban Ocon,27.0
11,7,7,6.0,57,5873007,53,97.11,200.630,Alpine F1 Team,French,26703.333333333332,30484,24233,3,Esteban Ocon,27.0
5,6,6,8.0,50,5115310,46,93.10300000000001,238.729,Alpine F1 Team,French,21141.0,21141,21141,1,Esteban Ocon,27.0
8,7,7,6.0,58,5328231,58,82.469,230.399,Alpine F1 Team,French,19128.0,19128,19128,1,Esteban Ocon,27.0
20,8,8,4.0,57,5692644,56,93.163,209.130,Alpine F1 Team,French,19019.0,19019,19019,1,Esteban Ocon,27.0
12,7,7,6.0,66,5915872,54,85.935,195.845,Alpine F1 Team,French,22374.333333333332,22953,22033,3,Esteban Ocon,27.0
10,12,12,0.0,64,7045909,50,77.571,154.867,Alpine F1 Team,French,605680.0,1186485,24875,2,Esteban Ocon,27.0
13,10,10,1.0,51,5754125,36,108.297,199.551,Alpine F1 Team,French,22638.0,22638,22638,1,Esteban Ocon,27.0
7,6,6,8.0,70,5805647,62,77.11,203.600,Alpine F1 Team,French,24814.5,25684,23945,2,Esteban Ocon,27.0
6,5,5,10.0,71,5132748,62,69.559,223.476,Alpine F1 Team,French,21932.0,22109,21755,2,Esteban Ocon,27.0
10,8,8,4.0,53,5459071,53,98.684,213.116,Alpine F1 Team,French,44747.0,44747,44747,1,Esteban Ocon,27.0
16,7,7,6.0,44,5228534,36,111.717,225.698,Alpine F1 Team,French,23501.0,23511,23491,2,Esteban Ocon,27.0
12,9,9,2.0,72,5823890,64,75.084,204.203,Alpine F1 Team,French,18366.0,21602,14041,3,Esteban Ocon,27.0
14,11,11,0.0,53,4835834,37,86.593,240.837,Alpine F1 Team,French,24336.0,24336,24336,1,Esteban Ocon,27.0
5,4,4,12.0,28,10943689,11,106.559,196.184,Alpine F1 Team,French,209386.5,393601,25172,2,Esteban Ocon,27.0
0,11,11,0.0,56,6204562,39,102.394,193.827,Alpine F1 Team,French,24763.5,24816,24711,2,Esteban Ocon,27.0
16,8,8,4.0,71,5932734,65,75.093,206.575,Alpine F1 Team,French,24156.5,24445,23868,2,Esteban Ocon,27.0
8,7,7,6.0,58,5323154,45,89.333,212.817,Alpine F1 Team,French,21814.5,21895,21734,2,Esteban Ocon,27.0
18,18,18,0.0,53,5541251,50,99.297,210.532,Lotus,Malaysian,21821.0,22532,21412,3,Heikki Kovalainen,42.0
19,19,19,0.0,53,5549567,49,99.561,209.973,Lotus,Malaysian,22008.333333333332,22233,21636,3,Jarno Trulli,49.0
16,14,14,0.0,57,6351303,40,105.294,185.275,Caterham,Malaysian,22742.5,24445,21040,2,Heikki Kovalainen,42.0
19,15,15,0.0,59,7334111,48,115.233,158.485,Caterham,Malaysian,30257.0,30440,30099,3,Heikki Kovalainen,42.0
18,13,13,0.0,55,6406431,51,107.11500000000001,186.662,Caterham,Malaysian,23032.0,23032,23032,1,Heikki Kovalainen,42.0
18,15,15,0.0,57,6070643,17,101.24600000000001,192.434,Caterham,Malaysian,26876.0,27124,26628,2,Kamui Kobayashi,37.0
20,13,13,0.0,57,6332520,54,104.253,187.125,Caterham,Malaysian,23539.25,30800,20726,4,Vitaly Petrov,39.0
20,16,16,0.0,55,6423262,50,108.30799999999999,184.606,Caterham,Malaysian,20769.0,20769,20769,1,Vitaly Petrov,39.0
18,15,15,0.0,52,5611069,52,97.09100000000001,218.430,Caterham,Malaysian,26281.0,26371,26191,2,Charles Pic,33.0
19,14,14,0.0,55,6257279,54,104.477,193.477,Caterham,Malaysian,24343.0,24366,24320,2,Charles Pic,33.0
15,15,15,0.0,78,8334646,50,80.494,149.377,Caterham,Malaysian,28879.333333333332,35100,25676,3,Giedo van der Garde,38.0
22,18,18,0.0,52,5647215,50,98.72200000000001,214.821,Caterham,Malaysian,26240.0,26515,25814,3,Giedo van der Garde,38.0
20,15,15,0.0,55,6258202,55,104.375,193.667,Caterham,Malaysian,22016.0,24548,17513,3,Giedo van der Garde,38.0
22,15,15,0.0,60,7298983,14,115.416,157.985,Caterham,Malaysian,30254.0,30364,30144,2,Marcus Ericsson,33.0
8,15,15,0.0,56,6052211,52,101.02799999999999,196.448,Lotus F1,British,30828.0,36333,25323,2,Heikki Kovalainen,42.0
17,7,7,6.0,58,5687579,50,90.759,210.346,Lotus F1,British,24095.5,24881,23310,2,Kimi Räikkönen,44.0
10,5,5,10.0,56,9921268,53,100.72200000000001,198.117,Lotus F1,British,25856.666666666668,27602,24927,3,Kimi Räikkönen,44.0
4,14,14,0.0,56,5837502,43,101.794,192.777,Lotus F1,British,21463.5,21494,21433,2,Kimi Räikkönen,44.0
11,2,2,18.0,57,5714323,41,97.116,200.617,Lotus F1,British,22457.0,22597,22362,3,Kimi Räikkönen,44.0
4,3,3,15.0,66,5953029,50,86.938,192.758,Lotus F1,British,20383.666666666668,21301,19777,3,Kimi Räikkönen,44.0
8,9,9,2.0,78,6410593,51,79.246,151.730,Lotus F1,British,26380.0,26380,26380,1,Kimi Räikkönen,44.0
12,8,8,4.0,70,5565153,70,76.764,204.517,Lotus F1,British,21534.0,21534,21534,1,Kimi Räikkönen,44.0
5,2,2,18.0,57,6263070,43,103.686,188.148,Lotus F1,British,21491.0,21879,21103,2,Kimi Räikkönen,44.0
6,5,5,10.0,52,5121602,50,94.661,224.037,Lotus F1,British,25726.0,25871,25581,2,Kimi Räikkönen,44.0
10,3,3,15.0,67,5482271,62,79.719,206.555,Lotus F1,British,17868.5,18002,17735,2,Kimi Räikkönen,44.0
5,2,2,18.0,69,6066535,41,85.72800000000001,183.972,Lotus F1,British,19929.5,20087,19772,2,Kimi Räikkönen,44.0
3,3,3,15.0,44,5373864,34,113.64,221.879,Lotus F1,British,20336.0,20383,20289,2,Kimi Räikkönen,44.0
7,5,5,10.0,53,4812102,52,89.10900000000001,234.036,Lotus F1,British,21730.0,21730,21730,1,Kimi Räikkönen,44.0
12,6,6,8.0,59,7261903,53,113.785,160.502,Lotus F1,British,29519.5,29669,29370,2,Kimi Räikkönen,44.0
7,6,6,8.0,53,5386666,49,97.886,213.566,Lotus F1,British,21061.5,21222,20901,2,Kimi Räikkönen,44.0
5,5,5,10.0,55,5825390,51,102.822,196.592,Lotus F1,British,20611.5,21012,20211,2,Kimi Räikkönen,44.0
7,7,7,6.0,60,5515971,54,89.354,206.482,Lotus F1,British,21404.0,21404,21404,1,Kimi Räikkönen,44.0
4,1,1,25.0,55,6358667,50,104.458,191.410,Lotus F1,British,20278.0,20278,20278,1,Kimi Räikkönen,44.0
4,6,6,8.0,56,5819694,56,99.47399999999999,199.517,Lotus F1,British,24840.0,24840,24840,1,Kimi Räikkönen,44.0
7,1,1,25.0,58,5403225,56,89.274,213.845,Lotus F1,British,22445.0,22709,22181,2,Kimi Räikkönen,44.0
10,7,7,6.0,56,5985160,37,101.769,196.079,Lotus F1,British,23495.0,25905,21903,3,Kimi Räikkönen,44.0
2,2,2,18.0,56,5797113,51,99.955,196.324,Lotus F1,British,20658.666666666668,20759,20464,3,Kimi Räikkönen,44.0
8,2,2,18.0,57,5769609,57,98.164,198.476,Lotus F1,British,22219.0,22715,21723,2,Kimi Räikkönen,44.0
4,2,2,18.0,66,5965934,47,86.757,193.160,Lotus F1,British,19968.333333333332,20184,19743,3,Kimi Räikkönen,44.0
5,10,10,1.0,78,8308638,78,77.392,155.364,Lotus F1,British,24772.5,25125,24420,2,Kimi Räikkönen,44.0
8,5,5,10.0,52,5590713,49,95.384,222.339,Lotus F1,British,24710.0,24992,24428,2,Kimi Räikkönen,44.0
4,2,2,18.0,60,6075719,57,93.767,197.647,Lotus F1,British,19765.333333333332,20528,19378,3,Kimi Räikkönen,44.0
6,2,2,18.0,70,6160383,61,85.26,184.982,Lotus F1,British,21902.0,22161,21643,2,Kimi Räikkönen,44.0
11,11,11,0.0,53,4752047,45,86.94800000000001,239.853,Lotus F1,British,27869.5,30975,24764,2,Kimi Räikkönen,44.0
13,3,3,15.0,61,7197052,55,111.14,164.063,Lotus F1,British,31241.0,33013,29469,2,Kimi Räikkönen,44.0
9,2,2,18.0,55,6197925,51,101.975,198.225,Lotus F1,British,23080.0,23236,22924,2,Kimi Räikkönen,44.0
9,5,5,10.0,53,5256626,35,95.51599999999999,218.865,Lotus F1,British,23301.5,23313,23290,2,Kimi Räikkönen,44.0
6,7,7,6.0,60,5540175,60,87.679,210.426,Lotus F1,British,25565.0,26989,24141,2,Kimi Räikkönen,44.0
10,6,6,8.0,56,5818420,35,101.12,194.062,Lotus F1,British,23509.5,25835,21184,2,Romain Grosjean,37.0
7,3,3,15.0,57,5721184,42,96.928,201.006,Lotus F1,British,22968.333333333332,23246,22763,3,Romain Grosjean,37.0
